_id,글램핑내부시설,기타부대시설,기타정보,기타주변이용가능시설,문의처,바닥형태(단위:면),사이트간격,사이트크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반내부시설,캠프이름,캠핑장비대여,캠핑장유형,캠핑장환경,홈페이지,화로대
137,,다실,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4000-6079,"파쇄석 (50)
테크 (9)",,"6 X 9 : 15개
7 X 8 : 44개",소화기 (50),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",강원 원주시 신림면 신림황둔로 714,일반야영장(59면),,감악산캠핑숲,,자동차야영장,계곡/민간,홈페이지바로가기새창으로,개별
138,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-586-2510,잔디 (137),,"9 X 9 : 77개
11 X 8 : 60개",소화기 (30),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경상남도 함안군 칠서면 이룡리 998,자동차야영장사이트(190면),,강나루오토캠핑장,,일반야영장,강/지자체,홈페이지바로가기새창으로,개별
139,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6311-0555,,,,,현장,"봄,여름,가을,겨울",평일+주말,,"경남 합천군 가회면 둔내리 563-6, 563-7",,,강나루캠핑장,,일반야영장,강/민간,,개별
140,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"041-544-6977,010-3431-6977",파쇄석 (9),3M,6 X 7 : 9개,"소화기 (6)
화재감지기 (4)",전화,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시",충남 아산시 송악면 강당로 187-17,일반야영장(9면),,강당골캠핑파크,,일반야영장,"숲,계곡/민간",홈페이지바로가기새창으로,개별
141,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,02-2045-7880,테크 (67),,"3 X 5 : 62개
6 X 7 : 5개",소화기 (80),온라인실시간예약,"봄,여름,가을",평일+주말,"산책로,운동장,수영장",서울 강동구 천호대로206길 87 (둔촌동),일반야영장(62면) 자동차야영장사이트(5면),,강동그린웨이가족캠핑장,,자동차야영장,도심/지자체,홈페이지바로가기새창으로,개별
142,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6375-3333,파쇄석 (12) 테크 (38),,,,온라인실시간예약,"봄,여름,가을",주말,"계곡물놀이,산책로,낚시",강원 강릉시 왕산면 노추산로 1271-6,일반야영장(50면),,강릉노추산힐링캠프,,자동차야영장,"숲,계곡/민간",홈페이지바로가기새창으로,개별
146,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,063-642-5351,,3M,,소화기 (10),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,청소년체험시설",전라북도 임실군 덕치면 강동로 865-20,자동차야영장사이트(14면),,강변사리캠핑장,,일반야영장,산/민간,홈페이지바로가기새창으로,개별
147,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8969-0437,파쇄석 (8),,,소화기 (6),,여름,평일+주말,계곡물놀이,강원도 인제군 북면 만해로 237,일반야영장(8면),,강변야영장,,자동차야영장,계곡/민간,,개별
148,,"민박, 펜션",개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-832-7815,010-5049-0966",파쇄석 (50),3M,"7 X 6 : 16개
6 X 8 : 18개
6 X 10 : 16개","소화기 (19)
화재감지기 (6)",,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",충청북도 괴산군 괴산읍 검승리  117-2,일반야영장(50면),,강변오토캠핑장,"텐트
릴선
화로대
난방기구
식기",일반야영장,강/민간,홈페이지바로가기새창으로,개별
154,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-243-1442,테크 (35),,,소화기 (18),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로",강원도 춘천시 사북면 지암리 산5,일반야영장(35면),,강원도산림개발연구원집다리골자연휴양림,,일반야영장,"산,숲,계곡/자연휴양림",홈페이지바로가기새창으로,개별
157,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8862-8107,잔디 (10) 파쇄석 (60) 테크 (14) 맨흙 (16),,6 X 8 : 100개,소화기 (50),,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도 원주시 신림면 황둔리  1240,일반야영장(100면),,강원도힐링캠핑장,"릴선
화로대",자동차야영장,계곡/민간,홈페이지바로가기새창으로,개별
160,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2224-2618,,5M,,"소화기 (17)
화재감지기 (17)","전화,온라인예약대기,온라인실시간예약","봄,여름,가을,겨울",평일+주말,"산책로,수상레저,낚시,수영장,농어촌체험시설",전남 강진군 대구면 청자로 1339-74 큐브빌리지 글램핑,글램핑시설(15면),,큐브빌리지글램핑,"릴선
화로대",글램핑,"해변,산,숲/민간",홈페이지바로가기새창으로,개별
161,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,063-653-1306,,,,"소화기 (7)
화재감지기 (7)",,"봄,여름,가을,겨울",평일+주말,계곡물놀이,전북 순창군 팔덕면 강천로 664-26,카라반(7면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,뜨란채(강천산캠핑),,"일반야영장,카라반","산,숲/민간",홈페이지바로가기새창으로,불가
163,"침대
에어컨
냉장고
난방기구
취사도구
내부화장실","세미나실, 족구장, 수영장, 당구장, 계곡 수영장",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-261-8214,,,,,전화,"봄,여름",평일+주말,"계곡물놀이,운동장,강/물놀이",강원도 춘천시 남산면 강촌리  499,글램핑시설(20면),,강촌관광농원,,글램핑,"산,계곡/지자체",홈페이지바로가기새창으로,개별
165,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8983-4040,테크 (21) 자갈 (30),,"4 X 6 : 21개
6 X 8 : 39개",소화기 (3),온라인예약대기,"봄,여름,가을,겨울",평일+주말,수상레저,강원도 춘천시 서면 안보리  471-1,일반야영장(60면),,강촌달머리캠핑장,"텐트
릴선
화로대
난방기구
침낭","일반야영장,자동차야영장,카라반","산,숲/민간",홈페이지바로가기새창으로,개별
167,"침대
에어컨
냉장고
유무선인터넷
난방기구
취사도구",어린이도서관,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3231-4447,파쇄석 (30),,8 X 8 : 30개,"소화기 (2)
화재감지기 (1)","전화,온라인실시간예약","봄,여름,가을,겨울",평일+주말,강/물놀이,강원도 춘천시 남산면 방곡리  351-3,일반야영장(30면) 글램핑시설(16면),,강촌하늘아래(구강촌캠핑장),"텐트
릴선
화로대
난방기구","일반야영장,글램핑",강/민간,홈페이지바로가기새창으로,개별
168,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4446-8877,파쇄석 (8) 테크 (7),,"4 X 6 : 6개
4 X 13 : 1개",소화기 (12),,"봄,여름,가을",평일+주말,계곡물놀이,강원도 춘천시 남산면 백양리  266-2번지,일반야영장(15면),,강촌포도펜션오토캠핑장,,자동차야영장,계곡/민간,홈페이지바로가기새창으로,개별
170,,식물원,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3699-2499,"테크 (21)
자갈 (9)",3M,,소화기 (11),,"봄,여름,가을,겨울",평일+주말,"운동장,낚시,해수욕",인천광역시 강화군 하점면 장정리 989,,,강화고인돌캠핑장,,일반야영장,섬/민간,홈페이지바로가기새창으로,개별
173,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5110-3833,파쇄석 (35),,6 X 8 : 35개,소화기 (35),온라인실시간예약,"봄,여름,가을",평일+주말,산책로,인천광역시 강화군 강화읍 국화리  344-1,일반야영장(35면),,강화도산들애농원캠핑수영장,"텐트
릴선
화로대
난방기구
식기
침낭",자동차야영장,"산,숲/민간",홈페이지바로가기새창으로,개별
175,침대,세미나실,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),세미나실,010-9005-3430,,,,,"전화,온라인예약대기","봄,여름,가을,겨울",평일+주말,,인천광역시 강화군 길상면 신촌로146번길 14-11  강화캠핑파크,일반야영장(30면) 자동차야영장사이트(30면) 글램핑시설(15면),,강화캠핑파크,,"일반야영장,글램핑",숲/민간,홈페이지바로가기새창으로,개별
176,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3544-7478,잔디 (7) 테크 (3),,12 X 8 : 10개,소화기 (10),,"봄,여름,가을,겨울",평일+주말,,경상남도 합천군 묘산면 봉곡리  140,자동차야영장사이트(10면),,개금불어뮤니티,,일반야영장,"산,숲,계곡/민간",홈페이지바로가기새창으로,개별
179,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9591-1641,,,,,전화,,평일+주말,,강원도 정선군 남면 광락로 354  개미들솔향기야영장,,,개미들솔향기야영장,,자동차야영장,/민간,홈페이지바로가기새창으로,개별
180,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-435-9720,010-6341-4673",테크 (5) 자갈 (13),,6 X 6 : 18개,소화기 (10),온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,강원도 홍천군 두촌면 괘석리  617,일반야영장(18면),,개암벌용소관광농원캠핑장,,자동차야영장,계곡/민간,홈페이지바로가기새창으로,개별
190,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2775-6495,파쇄석 (12) 테크 (6),,7 X 8 : 18개,소화기 (10),온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,경기도 양평군 서종면 서후리 234-1 번지,일반야영장(18면),,거북바위야영장,,자동차야영장,산/민간,홈페이지바로가기새창으로,
193,침대 TV 에어컨 냉장고 난방기구 취사도구 내부화장실,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6686-1475,,,,,온라인실시간예약,,,"산책로,수상레저,낚시",경남 거제시 일운면 망치4길 38  거제글램퍼스,,,거제글램퍼스,,"일반야영장,카라반,글램핑","해변,산,숲/민간",홈페이지바로가기새창으로,개별
198,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-639-4354,,,,,온라인실시간예약,,,,경상남도 거제시 동부면 거제중앙로 325  거제 자연휴양림,,,거제자연휴양림,,일반야영장,/지자체,홈페이지바로가기새창으로,
199,침대 TV 에어컨 냉장고 유무선인터넷 난방기구,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2993-4773,,,,소화기 (15),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경남 거창군 마리면 세동길 7 손인성,글램핑시설(14면),,거창A글램핑(거창에이글램핑),,"일반야영장,글램핑",/민간,홈페이지바로가기새창으로,개별
