_id,리뷰수,사업체,이미지,전화번호,조회수,지역이름,추천수,캠핑장설명,캠핑장이름,캠핑장정보
81,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",041-544-8800,59,충남 아산시 송악면 강당로115번길 12 ,0,캠핑장정보 더보기 ,[충청남도 아산시] Y글램핑,None
82,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,105,충청남도 태안군 남면 원청리 512-21  ,0,캠핑장정보 더보기 ,[충청남도 태안군] 서해바다캠핑장,None
83,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,73,서울특별시 관악구 신림동 205-1 관악산공원 내  ,0,캠핑장정보 더보기 ,[서울시 관악구] 관악산 계곡 캠핑장,None
84,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,756,충남 태안군 이원면 꾸지나무길 81-17 ,0,캠핑장정보 더보기 ,[충청남도 태안군] 장구도어촌계야영장,None
85,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4322,경북 경주시 감포읍 동해안로 2015 ,0,캠핑장정보 더보기 ,[경상북도 경주시] 송림오토캠핑장,None
86,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,44,전라남도 무안군 현경면 오류리 산 2-1  ,0,캠핑장정보 더보기 ,[전라남도 무안군] 홀통 유원지 캠핑장,None
87,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,60,충북 제천시 백운면 덕동로 561 ,0,캠핑장정보 더보기 ,[충청북도 제천시] 라온밸리캠핑장,None
88,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,65,경남 산청군 삼장면 덕산대포로245번길 28 ,0,캠핑장정보 더보기 ,[경상남도 산청군] 대포숲캠핑장,None
89,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,56,경북 영주시 풍기읍 삼가로 290 ,0,캠핑장정보 더보기 ,[경상북도 영주시] 소백산자연누리야영장,None
90,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,81,경기 파주시 적성면 설마천로 372 ,0,캠핑장정보 더보기 ,[경기도 파주시] 태양힐링숲,None
91,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,61,경기 가평군 가평읍 경반안로 357-5 ,0,캠핑장정보 더보기 ,[경기도 가평군] 더 상상 글램핑,None
92,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,33,경기 가평군 상면 수목원로 238-81 ,0,캠핑장정보 더보기 ,[경기도 가평군] 레저월드 관광농원,None
93,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,53,경기 가평군 북면 멱골로 116-6 ,0,캠핑장정보 더보기 ,[경기도 가평군] 일루 글램핑 스파,None
94,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,53,경기 가평군 가평읍 태봉두밀로406번길 93-17 ,0,캠핑장정보 더보기 ,[경기도 가평군] 우디안캠핑,None
95,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,64,충북 충주시 산척면 광동길 106-9 ,0,캠핑장정보 더보기 ,[충청북도 충주시] 캠핑에 바나나,None
96,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,63,충남 홍성군 홍동면 충절로344번길 62-42 ,0,캠핑장정보 더보기 ,[충청남도 홍성군] 더힐링식물원 야영장,None
97,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,45,충북 제천시 봉양읍 논골로 242-4 ,0,캠핑장정보 더보기 ,[충청북도 제천시] 은성낚시공원캠핑장,None
98,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3422,충청남도 보령시 오천면 원산도리 1860-6 앞 공유수면  ,1,캠핑장정보 더보기 ,[충청남도 보령시] 원산도(소록도) 해수욕장 야영장,None
99,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",1833-9306-,69,경북 경주시 산내면 문복로 850-24 ,0,캠핑장정보 더보기 ,[경상북도 경주시] 세모글램핑장,None
100,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,58,경상북도 울릉군 서면 남서리 63-1  ,0,캠핑장정보 더보기 ,[ ] 남서야영장,None
101,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,130,강원 고성군 토성면 도원2길 50 ,0,캠핑장정보 더보기 ,[강원도 고성군] 도원리 마을관리휴양지 야영장,None
102,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,67,강원도 원주시 호저면 산현리 513-17  ,0,캠핑장정보 더보기 ,[강원도 원주시] 칠봉두루뭉캠핑장,None
103,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",033-680-3357,86,강원 고성군 간성읍 고성중앙길 9 ,0,캠핑장정보 더보기 ,[강원도 고성군] 오호(OHO!) 캠핑장,None
104,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4283,강원 고성군 죽왕면 삼포해변길 76 ,1,캠핑장정보 더보기 ,[강원도 고성군] 삼포2리해변 야영장,None
105,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4341,강원 고성군 죽왕면 삼포해변길 15-3 ,1,캠핑장정보 더보기 ,[강원도 고성군] 삼포해변야영장,None
106,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4046,강원 고성군 토성면 천진해변길 43 ,0,캠핑장정보 더보기 ,[강원도 고성군] 천진해변야영장,None
107,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3518,강원 고성군 거진읍 화진포길 330 ,0,캠핑장정보 더보기 ,[강원도 고성군] 화진포(거진)해변 야영장,None
108,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3698,강원 고성군 거진읍 거탄진로72번길 12-1 ,1,캠핑장정보 더보기 ,[강원도 고성군] 거진11리해변 야영장,None
109,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3555,강원 고성군 거진읍 반암길 40 ,0,캠핑장정보 더보기 ,[강원도 고성군] 반암해변 야영장,None
110,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3627,강원 고성군 죽왕면 가진길 30 ,1,캠핑장정보 더보기 ,[강원도 고성군] 가진해변 야영장,None
111,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3624,강원 고성군 죽왕면 자작도선사길 105-1 ,0,캠핑장정보 더보기 ,[강원도 고성군] 자작도해변 야영장,None
112,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8013/thumb/thumb_720_8558oam9D82kfZinzkuV7cWK.jpg"" height=""180"" width=""280"">",None,4443,강원 고성군 죽왕면 문암항길 133 ,1,캠핑장정보 더보기 ,[강원도 고성군] 백도해변야영장,"

전기
놀이터

"
113,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3671,강원 고성군 토성면 청간정길 25-2 ,1,캠핑장정보 더보기 ,[강원도 고성군] 청간해변야영장,None
114,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3907,강원 고성군 죽왕면 공현진해변길 108 ,0,캠핑장정보 더보기 ,[강원도 고성군] 공현진2리해변야영장,None
115,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4072,강원 고성군 죽왕면 공현진해변길 47-1 ,0,캠핑장정보 더보기 ,[강원도 고성군] 공현진1리해변야영장,None
116,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1240,강원 양양군 강현면 정암리 1-4 ,0,캠핑장정보 더보기 ,[강원도 양양군] 정암해수욕장 야영장,None
117,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",054-537-7719,42,경북 상주시 화북면 중벌1길 26-6 ,0,캠핑장정보 더보기 ,[경상북도 상주시] 십승지힐링캠핑장,None
118,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7656/thumb/thumb_720_3144YZgiUlI6nAWkpW52FXKT.jpg"" height=""180"" width=""280"">",033-640-4913,15866,강원도 강릉시 주문진읍 향호리 8-55 ,1,캠핑장정보 더보기  향호해변은 주문진해변의 북쪽편. 청시행 비치에서 향호저수지의 물이 바다로 흘러드는 곳까지를 말한다. 때문에 주문진해...,[강원도 강릉시] 주문진해수욕장 향호야영장,"

전기
와이파이

"
119,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,39,전라남도 완도군 신지면 신리 산 28 ,0,캠핑장정보 더보기 ,[전라남도 완도군] 명사십리 블루카라반 캠핑장,None
120,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3141,경북 울진군 후포면 삼율3길 48-1 ,1,캠핑장정보 더보기 ,[경상북도 울진군] 후포해수욕장 야영장,None
121,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3245,경북 울진군 죽변면 울진북로 1180 ,1,캠핑장정보 더보기 ,[경상북도 울진군] 봉평해수욕장 야영장,None
122,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3294,경북 울진군 기성면 기성로 108 ,1,캠핑장정보 더보기 ,[경상북도 울진군] 구산해수욕장야영장,None
123,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,5413,경북 울진군 기성면 망양1길 7 ,1,캠핑장정보 더보기 ,[경상북도 울진군] 기성망양해수욕장 야영장,None
124,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7658/thumb/thumb_720_702277qbtAy7Z4X9VUzZCyOc.jpg"" height=""180"" width=""280"">",033-660-4913,14373,강원 강릉시 주문진읍 주문북로 210 ,2,캠핑장정보 더보기 청시행비치와 방탄소년단이 앨범 자켓을 촬영했던 해변가 버스 정류장이 있는 곳으로 더욱 유명해진 주문진해수욕장에 딸린 ...,[강원도 강릉시] 주문진해수욕장 일반야영장,"

전기
온수

"
125,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,32,충남 홍성군 서부면 서부서길 506 ,0,캠핑장정보 더보기 ,[충청남도 홍성군] 캠핑힐(Camping hill),None
126,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",070-4962-0412,3438,전라남도 완도군 신지면 신리 산 30-7 ,1,캠핑장정보 더보기 ,[전라남도 완도군] 명사십리 제3야영장,"

온수

"
127,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",070-4962-0412,3323,전라남도 완도군 신지면 신리 산 30-6 ,0,캠핑장정보 더보기 ,[전라남도 완도군] 명사십리 제2야영장,"

운동시설

"
128,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,22,전남 여수시 화양면 옥천로 998 ,0,캠핑장정보 더보기 ,[전라남도 여수시] 그린글램핑,None
129,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3538,경북 울진군 죽변면 후정2길 74 ,1,캠핑장정보 더보기 ,[경상북도 울진군] 후정해수욕장 야영장,None
130,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,954,강원도 속초시 대포동 591 번지선  ,0,캠핑장정보 더보기 ,[강원도 속초시] 외옹치마을해수욕장 해변야영장,None
131,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7671/thumb/thumb_720_0578kYHufdWONDgfuMnOH5H6.jpg"" height=""180"" width=""280"">",None,6285,경북 포항시 북구 송라면 동해대로3218번길 62 ,1,캠핑장정보 더보기 ,[경상북도 포항시] 화진해수욕장 마을번영회 야영장,"

온수
운동시설

"
132,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,3863,제주특별자치도 제주시 한림읍 금능리 2027  ,1,캠핑장정보 더보기 ,[제주도 제주시] 금능해수욕장 야영장,None
133,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",055-882-3366,51,경남 하동군 화개면 화개로 946-14 ,0,캠핑장정보 더보기 ,[경상남도 하동군] 지리산둥지 야영장,None
134,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,986,강원도 삼척시 원덕읍 월천리 577  ,0,캠핑장정보 더보기 ,[강원도 삼척시] 월천 마을관리 휴양지,None
135,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7054/thumb/thumb_720_3970DEnxL2gKienffTARpVFO.jpg"" height=""180"" width=""280"">",010-8412-9699,17472,강원도 양양군 현남면 시변리 12-4 ,2,캠핑장정보 더보기 ,[강원도 양양군] 죽도해수욕장 야영장,"

전기
와이파이

"
136,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1814,강원도 양양군 현남면 인구리 1-117 ,1,캠핑장정보 더보기 ,[강원도 양양군] 인구해수욕장 야영장,None
137,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,757,강원 양양군 현남면 동해대로 232 ,0,캠핑장정보 더보기 ,[강원도 양양군] 원포해수욕장 야영장,None
138,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1052,강원도 양양군 현남면 남애리 600-14 ,1,캠핑장정보 더보기 ,[강원도 양양군] 남애3리 갯마을 야영장,None
